linker_smiles,count
O=C([O-])c1cc(Cc2cc(C(=O)[O-])cc(C(=O)[O-])c2)cc(C(=O)[O-])c1,8
c1ccc(C2=NN=C(c3ccncc3)[N]2)nc1,8
O=C([O-])CN1[CH]N(CC(=O)[O-])C=C1,8
O=C([O-])c1ccc(P(=O)(c2ccc(C(=O)[O-])cc2)c2ccc(C(=O)O)cc2)cc1,8
O=[N+]([O-])C1=NC=C[N]1,8
O=[N+]([O-])C1=N[CH]C=N1,8
O=C([O-])COc1ccc(Cl)cc1Cl,8
NNC(=O)c1ccncc1,8
O=C([O-])COc1cccc(OCC(=O)[O-])c1,8
O=C([O-])c1ccc(C(=O)[O-])c2c1C(=O)c1c(C(=O)[O-])ccc(C(=O)[O-])c1C2=O,8
O=C([O-])Cn1nnc(-c2cccnc2)n1,8
O=C([O-])c1cc(NC(=O)c2ccncc2)cc(C(=O)[O-])c1,8
O=C([O-])C1C(C(=O)[O-])C(C(=O)[O-])C(C(=O)[O-])C(C(=O)[O-])C1C(=O)[O-],8
Cc1cc(P([O])(=O)O)c(C)cc1P([O])(=O)O,8
O=C(O)c1ccc(C(=O)[O-])c(C(=O)[O-])c1,8
O=C([O-])C1=CC=C[CH]1,8
c1c2c(cc3c1=NN=N3)=NN=N2,8
O=C([O-])C1=CC2=NN=N[C]2C=C1,8
[CH]1N=C[N]N1CCCCCCN1[CH]N=C[N]1,8
c1ncn(Cc2ccc(Cn3cncn3)cc2)n1,8
Cc1nc2ccccc2n1Cc1ccc(Cn2c(C)nc3ccccc32)cc1,8
Nn1c(-c2cccnc2)nnc1-c1cccnc1,8
O=C([O-])c1ccc(SSc2ccc(C(=O)[O-])cn2)nc1,8
[O]c1c(O)cc(C(=O)[O-])cc1O,8
[O]S([O])(=O)=S,8
c1ccc(P(CCP(c2ccccc2)c2ccccc2)c2ccccc2)cc1,8
CC(=O)[C](C#N)C(C)=O,8
O=C([O-])c1cncc(F)c1,8
O=C([O-])c1nc(C(=O)[O-])c(C(=O)[O-])nc1C(=O)[O-],8
CC(C(=O)[O-])=C(C)C(=O)[O-],8
NC1Cc2c(C(=O)[O-])ccc(C(=O)[O-])c21,8
O=C([O-])c1cc(C(=O)O)c(C(=O)[O-])c2c1CC2,8
Nc1cc(C(=O)[O-])c2c(c1C(=O)[O-])CC2,8
Nc1cc(C(=O)[O-])cc2c(N)cc(C(=O)[O-])cc12,8
O=C([O-])c1cc(Br)c2cc(C(=O)[O-])cc(Br)c2c1,8
O=C([O-])c1c(F)cc(C#Cc2cc(F)c(C(=O)[O-])c(F)c2)cc1F,8
N#CC#CC#N,8
O=C([O-])c1cc2c(F)c(F)c3cc(C(=O)[O-])cc4c(F)c(F)c(c1)c2c34,8
O=C([O-])c1cc(C(=O)O)c(C#Cc2c(C(=O)O)cc(C(=O)[O-])cc2C(=O)O)c(C(=O)O)c1,8
O=C([O-])C(Cl)=C(Cl)C(=O)[O-],8
O=C([O-])c1cc(Cl)c(C#Cc2c(Cl)cc(C(=O)[O-])cc2Cl)c(Cl)c1,8
Nc1cc(-c2ccc(C(=O)[O-])c(N)c2)ccc1C(=O)[O-],8
O=C([O-])c1ccc(C(=O)[O-])c2cc(F)c(F)cc12,8
O=C([O-])c1c(F)c(F)c(C(=O)[O-])c2cc(F)c(F)cc12,8
O=C([O-])c1c([N+](=O)[O-])c([N+](=O)[O-])c(C(=O)[O-])c2ccccc12,8
[O]S([O])(O)c1c(C(=O)[O-])sc2c(S([O])([O])O)c(C(=O)[O-])sc12,8
[O]S([O])(O)c1cnccc1C#Cc1ccncc1S([O])([O])O,8
c1ccc2[nH]c(Cn3ccnc3)nc2c1,7
O=C([O-])c1ccc(OCC(COCC(COc2ccc(C(=O)[O-])cc2)(COc2ccc(C(=O)[O-])cc2)COc2ccc(C(=O)[O-])cc2)(COc2ccc(C(=O)[O-])cc2)COc2ccc(C(=O)[O-])cc2)cc1,7
O=C(Nc1ccncc1)c1ccc(C(=O)Nc2ccncc2)cc1,7
O=C([O-])c1c[nH]c(=O)[nH]c1=O,7
c1cncc(-c2nnc(-c3cccnc3)o2)c1,7
O=C([O-])C1(C(=O)[O-])CCC1,7
O=C([O-])COc1cc(C(=O)[O-])cc(C(=O)[O-])c1,7
CC(C)CC(NCc1ccncc1)C(=O)[O-],7
Nc1ccccc1C(=O)[O-],7
O=C([O-])c1ccc(-n2cnnc2)cc1,7
O=C([O-])c1ccc(C(=O)[O-])c(C(=O)[O-])c1C(=O)[O-],7
O=C([O-])c1ccc(Oc2cc(Oc3ccc(C(=O)[O-])cc3)cc(C(=O)[O-])c2)cc1,7
N#CCC(=O)[O-],7
O=C([O-])C=CC(=O)O,7
O=C([O-])C1OC(C(=O)[O-])C(C(=O)[O-])C1C(=O)[O-],7
O=C([O-])c1ccc2nc[nH]c2c1,7
c1ccc2c(c1)ncn2Cc1ccc(Cn2cnc3ccccc32)cc1,7
[O]P(=O)(O)Cc1cccc(CP([O])(=O)O)c1,7
Nc1ccc(N)cc1,7
c1ccc2c(c1)[N]N=N2,7
O=C([O-])Cn1nnc(-c2ccncc2)n1,7
O=C([O-])c1cncc(C(=O)[O-])n1,7
CP([O])([O])=O,7
Nn1cnnc1,7
NC1=NN=C(N)[N]1,7
c1ccc2c(c1)ncn2Cn1cnc2ccccc21,7
c1ccc2c(c1)ncn2CCCn1cnc2ccccc21,7
O=C([O-])c1ccco1,7
NCc1ccncc1,7
[O].[O].[O]Cl,7
c1cnc(C2=NN=N[N]2)nc1,7
c1cc(SCSc2ccncc2)ccn1,7
O=C([O-])c1ccc(C2=NN=N[N]2)cc1,7
C1CCSC1,7
O=C([O-])c1cccc([N][N]c2cccc(C(=O)[O-])c2)c1,7
[O]N(c1cc(C(=O)[O-])cc(C(=O)[O-])c1)N([O])c1cc(C(=O)[O-])cc(C(=O)[O-])c1,7
O=C([O-])C1=CC=C2N=NN=C2[CH]1,7
Nc1nnnn1CC(=O)[O-],7
O=C([O-])Cn1ccnc1,7
O=C([O-])c1ccc(C=Cc2ccncc2)cc1,7
C1CSCCS1,7
[O]P([O])(=O)c1ccccn1,7
O=C([O-])c1ccccc1[N][N]c1ccccc1C(=O)[O-],7
c1cn(-c2ccc(-c3ccc(-n4ccnc4)s3)s2)cn1,7
O=C([O-])CCc1cccnc1,7
Fc1c(F)c(Cc2ccncc2)c(F)c(F)c1Cc1ccncc1,7
O=C(c1ccc(C(=O)[O-])c(C(=O)[O-])c1)c1ccc(C(=O)[O-])c(C(=O)[O-])c1,7
O=C([O-])c1ccc(P(=O)(c2ccc(C(=O)[O-])cc2)c2ccc(C(=O)[O-])cc2)cc1,7
c1cc2ccc1CSCc1ccc(cc1)CSC2,7
c1cc(-c2ccc(-c3ccnnc3)cc2)cnn1,7
[O]S([O])(O)c1cc(C(=O)[O-])cc(C(=O)[O-])c1,7
Cc1cc(-c2ccnc(C)c2)ccn1,7
Cc1c(CP([O])(=O)O)c(C)c(CP([O])(=O)O)c(C)c1CP([O])(=O)O,7
[CH]1N=NC=C1c1ccc(C2=C[N]N=C2)cc1,7
[O]S([O])(O)C(=CC=CC(=O)[O-])C(=O)[O-],7
O=C([O-])c1ccc(-c2ccc(C(=O)[O-])c(Br)c2)cc1Br,7
O=C([O-])c1c(O)c(O)c(C#Cc2c(O)c(O)c(C(=O)[O-])c(O)c2O)c(O)c1O,7
O=C([O-])c1c(O)c(O)c(C(=O)[O-])c2c1CC2,7
O=C([O-])c1ccc(C#Cc2ccc(C(=O)[O-])c(O)c2)cc1O,7
O=C([O-])c1c(Br)c(Br)c(C(=O)[O-])c2cc(Br)c(Br)cc12,7
Cc1cc2c(C(=O)[O-])c(C)c(C)c(C(=O)[O-])c2cc1C,7
O=C([O-])c1c([N+](=O)[O-])c([N+](=O)[O-])c(C(=O)[O-])c2cc([N+](=O)[O-])c([N+](=O)[O-])cc12,7
Nc1cc(C(=O)[O-])ccc1-c1ccc(C(=O)[O-])cc1N,7
[O]S([O])(O)c1cc(C(=O)[O-])ccc1C#Cc1ccc(C(=O)[O-])cc1S([O])([O])O,7
O=C([O-])c1cc(Br)c(C#Cc2c(Br)cc(C(=O)[O-])cc2Br)c(Br)c1,7
O=C([O-])c1sc2c([N+](=O)[O-])c(C(=O)[O-])sc2c1[N+](=O)[O-],7
Fc1cncc(F)c1C#Cc1c(F)cncc1F,7
O=C([O-])c1cc2c(Br)c(Br)c3cc(C(=O)[O-])cc4c(Br)c(Br)c(c1)c2c34,7
Nc1cc(C(=O)[O-])c(N)c2c(N)cc(C(=O)[O-])c(N)c12,7
Cc1cc(C(=O)[O-])cc(C)c1C#Cc1c(C)cc(C(=O)[O-])cc1C,7
c1cnc(SCSc2ncccn2)nc1,6
O=C([O-])c1cc(C(=O)[O-])c(C(=O)O)cc1C(=O)[O-],6
[O][N][O],6
O=C([O-])c1ccccc1O,6
O=C([O-])c1cc(C(=O)[O-])c(C(=O)[O-])nc1C(=O)[O-],6
O=C([O-])c1cc(Cl)c(Cl)cc1C(=O)[O-],6
O=C([O-])C1=C(C(=O)O)[N]C=N1,6
O=C(O)[C]1N=CN=C1C(=O)[O-],6
O=C([O-])C(F)(F)C(F)(F)C(=O)[O-],6
O=C([O-])c1cc2c(cc1C(=O)[O-])C(=O)c1ccccc1C2=O,6
O=C([O-])c1c(F)c(F)c(F)c(F)c1C(=O)[O-],6
[CH]1N=C[N]N1CCCCn1cncn1,6
O=C([O-])c1ccc(Oc2ccccc2C(=O)[O-])cc1,6
O=C(Nc1cccnc1)C(=O)Nc1cccnc1,6
N#C[C](C#N)C(N)=O,6
CC(NCc1ccncc1)C(=O)[O-],6
[O]S([O])([O])CCS([O])([O])[O],6
[O]P(=O)(O)Cc1ccc(CP([O])(=O)O)cc1,6
c1cnc(SSc2ncccn2)nc1,6
[N]1N=NN=C1NC1=NN=N[N]1,6
S=C1NCCN1,6
O=C([O-])Cn1cc(C(=O)[O-])ccc1=O,6
O=C([O-])c1cc(=O)cc(C(=O)[O-])o1,6
c1ccc(SCSc2ccccc2)cc1,6
c1cc(-c2ccc(N(c3ccc(-c4ccncc4)cc3)c3ccc(-c4ccncc4)cc3)cc2)ccn1,6
[O]P(=O)(O)c1ccc(C(=O)[O-])cc1,6
[O]S([O])([O])c1cc(C(=O)[O-])cc2c(S([O])([O])[O])cc(C(=O)[O-])cc12,6
O=C([O-])CNC(=O)c1cccc(C(=O)NCC(=O)[O-])c1,6
Cc1nc(C)c(C(=O)[O-])cc1C(=O)[O-],6
[O]P([O])(=O)Cc1ccc(C(=O)O)cc1,6
O=C([O-])COc1ccc(Cl)cc1,6
[O]P(=O)(c1ccccc1)c1ccccc1,6
c1cn(Cc2ccc(-c3ccc(Cn4ccnc4)cc3)cc2)cn1,6
CSc1c(SC)c(C(=O)[O-])c(SC)c(SC)c1C(=O)[O-],6
c1cc(N(c2ccncc2)c2ccc(N(c3ccncc3)c3ccncc3)cc2)ccn1,6
O=C([O-])c1ccc(-n2ccc(=O)cc2)cc1C(=O)[O-],6
O=C([O-])CN1[CH]C=C(C(=O)[O-])C=C1,6
[O]P([O])(=O)CCC(=O)[O-],6
O=C([O-])C=Cc1ccc(C(=O)[O-])cc1,6
O=C([O-])C=C(CC(=O)[O-])C(=O)[O-],6
O=C([O-])Cn1cncn1,6
O=C([O-])c1cc(C(=O)[O-])cc(-c2ccc(C(=O)O)cc2)c1,6
[O]S([O])([O])c1ccc(C(=O)[O-])cc1,6
CC(=NN=C(C)c1cccnc1)c1cccnc1,6
C[C]([N]N=C(C)c1cccnc1)c1cccnc1,6
O=C(Nc1cccnc1)c1ccncc1,6
O=C([O-])C1C(C(=O)[O-])C(C(=O)[O-])C1C(=O)[O-],6
O=C([O-])c1ccc(-c2cc(-c3ccc(C(=O)[O-])cc3)c(-c3ccc(C(=O)[O-])cc3)cc2-c2ccc(C(=O)[O-])cc2)cc1,6
O=C([O-])C1=CC2=NN=NC2=C[CH]1,6
[O]P([O])(=O)CN1CCN(CP([O])([O])=O)CC1,6
O=C([O-])c1ccc[n+]([O-])c1-c1c(C(=O)[O-])ccc[n+]1[O-],6
O=C([O-])c1ccc(Cn2cccc(C(=O)[O-])c2=O)cc1,6
[O].[O][As]([O])[O],6
c1cc(-n2cnnc2)ccc1-n1cnnc1,6
O=C(c1cccnc1)c1cccnc1,6
O=C([O-])c1c[nH]cn1,6
O=C([O-])c1cc(O)cc(C(=O)[O-])n1,6
c1cc(C2=NN=N[N]2)cc(-n2ccnc2)c1,6
[S]c1ccncc1,6
O=C([O-])C=Cc1cccc(C=CC(=O)[O-])c1,6
O=C([O-])c1ccc(-c2ccc(C(=O)[O-])s2)s1,6
O=C([O-])c1ccc(-c2cc(C(=O)[O-])c(-c3ccc(C(=O)[O-])cc3)cc2C(=O)[O-])cc1,6
NCC(=O)[O-],6
O=C([O-])c1ccc(C(=O)[O-])c2c(C(=O)[O-])ccc(C(=O)[O-])c12,6
[O]S([O])([O])c1ccc(O)c(C(=O)[O-])c1,6
[O]P([O])(=O)c1ccccc1,6
[O]P(=O)(CCC(=O)[O-])c1ccccc1,6
O=C([O-])c1cccc(-c2cncc(-c3cccc(C(=O)[O-])c3)c2)c1,6
O=C([O-])Cc1ccc(C(=O)[O-])cc1,6
O=C([O-])c1ccc(-c2cc(-c3ccc(C(=O)[O-])cc3)c(C(=O)[O-])cc2C(=O)[O-])cc1,6
O=C([O-])CN1[CH]N=C[N]1,6
O=C([O-])c1ccc(-c2cnc[nH]2)cc1,6
C1=N[N]C=C1c1ccc(C2=C[N]N=C2)cc1,6
c1ccc(-c2cc(-c3cc(-c4ccccn4)nc(-c4ccccn4)c3)cc(-c3ccccn3)n2)nc1,6
O=C([O-])c1cc(C(=O)[O-])cc(-c2cncc(F)c2)c1,6
O=C([O-])c1cc([N+](=O)[O-])c(-c2c([N+](=O)[O-])cc(C(=O)[O-])cc2[N+](=O)[O-])c([N+](=O)[O-])c1,6
O=C([O-])Cn1cccc(C(=O)[O-])c1=O,6
O=C([O-])C=CC(Br)=CC(=O)[O-],6
O=CC(=CC=CC(=O)[O-])C(=O)[O-],6
c1cc2ccc3c4cnccc4ccc3c2cn1,6
Fc1cnc(F)cn1,6
O=C([O-])c1cc(F)c2cc(C(=O)[O-])cc(F)c2c1,6
O=C([O-])c1cc(O)c(C(=O)[O-])c2c1CC2,6
C1=N[N]C=C1c1cc2ccc3cc(C4=C[N]N=C4)cc4ccc(c1)c2c34,6
[CH]1N=NC=C1c1ccc([C]2C=NN=C2)cc1,6
C(#CC#C[C]1C=NN=C1)C#C[C]1C=NN=C1,6
C(#CC12C3C4C1C1C2C3C41C#CC1=C[N]N=C1)[C]1C=NN=C1,6
[CH]1N=NC=C1c1ccc([N][N]c2ccc(C3=C[N]N=C3)cc2)cc1,6
C(#Cc1ccc(C#CC2=C[N]N=C2)cc1)[C]1C=NN=C1,6
O=C(O)c1cc2c(C(=O)[O-])c(C(=O)O)c(C(=O)O)c(C(=O)[O-])c2cc1C(=O)O,6
[O]S([O])(O)c1cc2c(C(=O)[O-])ccc(C(=O)[O-])c2cc1S([O])([O])O,6
O=C(O)c1cc2c(C(=O)[O-])ccc(C(=O)[O-])c2cc1C(=O)O,6
O=C([O-])c1ccc(C(=O)[O-])c2cc(Cl)c(Cl)cc12,6
O=C([O-])c1c(O)cc(C#Cc2cc(O)c(C(=O)[O-])c(O)c2)cc1O,6
O=C([O-])c1c(Br)cc(C#Cc2cc(Br)c(C(=O)[O-])c(Br)c2)cc1Br,6
O=C([O-])c1c(Br)c(Br)c(C#Cc2c(Br)c(Br)c(C(=O)[O-])c(Br)c2Br)c(Br)c1Br,6
O=C([O-])c1cc2sc(C(=O)[O-])c(C(=O)O)c2s1,6
O=C([O-])c1c2c(c(C(=O)[O-])c([N+](=O)[O-])c1[N+](=O)[O-])CC2,6
O=C([O-])c1c(Br)c(Br)c(C(=O)[O-])c2c1CC2,6
Fc1cc([N][N]c2ccnc(F)c2)ccn1,6
O=C([O-])c1cc2c(O)c(O)c3cc(C(=O)[O-])cc4c(O)c(O)c(c1)c2c34,6
O=C([O-])C#Cc1cc(C#CC(=O)[O-])c(C#CC(=O)[O-])cc1C#CC(=O)[O-],6
c1nncn1-n1cnnc1,5
Cc1cnc(C(=O)[O-])cn1,5
CCC1=NN=C(CC)[N]1,5
O=C(Cc1ccc(CC(=O)Nc2cccnc2)cc1)Nc1cccnc1,5
O=C([O-])C1CC=CCC1C(=O)[O-],5
O=C([O-])C1CC(C(=O)[O-])C(C(=O)[O-])C1C(=O)[O-],5
O=C1CC(=O)NC(=O)N1,5
Nc1c(I)c(C(=O)[O-])c(I)c(C(=O)[O-])c1I,5
O=C([O-])c1cccc2ncccc12,5
O=C([O-])c1cccc(-c2cccc(C(=O)[O-])c2)c1,5
C1N2CN3CN1CP(C2)C3,5
[O]S([O])([O])c1cccnc1,5
O=C(Nc1ccc(NC(=O)c2ccncc2)cc1)c1ccncc1,5
[C]=O,5
c1ccc2c(c1)ncn2CCCCn1cnc2ccccc21,5
O=C([O-])c1cc(N2[CH]N=C[N]2)cc(N2[CH]N=C[N]2)c1,5
O=C([O-])c1nccnc1C(=O)O,5
O=C([O-])c1ccc(C(=O)c2ccccc2C(=O)[O-])cc1,5
O=C([O-])c1cc(Oc2ccc(C(=O)[O-])cc2[N+](=O)[O-])cc(C(=O)[O-])c1,5
O=C1[N]S(=O)(=O)c2ccccc21,5
NC(C[S])C(=O)[O-],5
Nc1ccc([N][N]c2ccc(S([O])([O])[O])cc2)cc1,5
O=C(NC1CCCCC1NC(=O)c1ccncc1)c1ccncc1,5
O=C([O-])c1cncc(C(=O)O)c1,5
c1cc(N2CCN(c3ccncc3)CC2)ccn1,5
O=C([O-])c1ccc(-c2ccc(C(=O)[O-])cc2[N+](=O)[O-])c([N+](=O)[O-])c1,5
O=C([O-])c1ccc(C(=O)[O-])c(-c2nc(C(=O)[O-])ccc2C(=O)O)n1,5
[O]S([O])([O])c1cc(C(=O)O)cc2c(S([O])([O])[O])cc(C(=O)O)cc12,5
C1=CC2=C(c3ccncc3)C3=CC=C([N]3)C(c3ccncc3)=C3C=CC(=N3)C(c3ccncc3)=C3C=CC(=C(c4ccncc4)C1=N2)[N]3,5
NC(CCC(=O)[O-])C(=O)[O-],5
O=C([O-])c1ccnc2ccccc12,5
COCCOC,5
[O]P([O])(=O)Cc1ccc(CP([O])([O])=O)cc1,5
O=C(Nc1cccnc1)c1cc(O)cc(C(=O)Nc2cccnc2)c1,5
O=C1CCC(C(=O)[O-])N1,5
c1cncc(OCC(COc2cccnc2)(COc2cccnc2)COc2cccnc2)c1,5
Nc1cc(C(=O)[O-])c(C(=O)[O-])c(C(=O)[O-])c1,5
Cc1nc2ccccc2n1CCCn1c(C)nc2ccccc21,5
Cc1ccc(S(=O)(=O)NC(CCC(=O)[O-])C(=O)[O-])cc1,5
O=C([O-])c1ccc(Oc2ccccc2C(=O)[O-])c(C(=O)[O-])c1,5
O=C([O-])c1ccc(-c2cc(C(=O)[O-])cc(-c3ccc(C(=O)[O-])cc3)c2)cc1,5
c1cc(C2=NN=C(c3cnccn3)[N]2)ccn1,5
O=C([O-])c1cc(-n2ccnc2)cc(-n2ccnc2)c1,5
N#C[C](C#N)c1c(F)c(F)c([C](C#N)C#N)c(F)c1F,5
O=C([O-])c1ccc(COc2cc(C(=O)[O-])cc(C(=O)[O-])c2)cc1,5
c1ncc(-c2cncnc2)cn1,5
Cc1c(Cn2ccnc2)c(C)c(Cn2ccnc2)c(C)c1Cn1ccnc1,5
Cc1c(COc2ccc(C(=O)[O-])cc2)c(C)c(COc2ccc(C(=O)[O-])cc2)c(C)c1COc1ccc(C(=O)[O-])cc1,5
O=C([O-])Cc1cc(CC(=O)[O-])cc(CC(=O)[O-])c1,5
Nc1ccc(Cc2ccc(N)cc2)cc1,5
O=C([O-])c1cscc1C(=O)[O-],5
CC1=NC(C(=O)[O-])=C(C(=O)[O-])[N]1,5
Cc1ccc(C(=O)[O-])cc1,5
c1cncc(-c2cccnc2)c1,5
O=C([O-])c1cccc(-c2cccnc2)c1,5
O=C([O-])c1ccccc1[N+](=O)[O-],5
O=C([O-])c1cccc2ccccc12,5
Cc1nccn1-c1ccc(-n2ccnc2C)cc1,5
O=C([O-])c1ccc(-c2cncc(-c3ccc(C(=O)[O-])cc3)c2)cc1,5
O=C([O-])Cn1nnc2ccccc21,5
C[C]([N][N][C](C)c1cccnc1)c1cccnc1,5
c1cn(CC(Cn2ccnc2)(Cn2ccnc2)Cn2ccnc2)cn1,5
c1cncc([C]2N=C(c3cccnc3)[N]N2)c1,5
Nc1cccnc1,5
c1nnnn1CCn1cnnn1,5
[O]P([O])(=O)CCS([O])([O])[O],5
[O]S([O])([O])c1cccc(C(=O)[O-])c1,5
[O][As]([O])[O],5
O=C([O-])c1ccc(-n2cncn2)cc1,5
Cc1cc2ncn(CCCCn3cnc4cc(C)c(C)cc43)c2cc1C,5
O=C([O-])c1ccc([Si](c2ccc(C(=O)[O-])cc2)(c2ccc(C(=O)[O-])cc2)c2ccc(C(=O)[O-])cc2)cc1,5
O=C([O-])c1cc(-c2ccncc2)cc(-c2ccncc2)c1,5
O=C([O-])C1=C[CH]C2=NN=NC2=C1,5
Cc1nccn1-c1ccc(C(=O)[O-])cc1,5
O=S1(=O)[N]S(=O)(=O)c2ccccc21,5
O=C1C(=O)C(=O)C(=O)C1=O,5
C=C(CC(=O)[O-])C(=O)[O-],5
O=C([O-])CSc1ncccc1C(=O)[O-],5
O=C([O-])C12CC3(C(=O)[O-])CC(C(=O)[O-])(C1)CC(C(=O)[O-])(C2)C3,5
c1cn(-c2ccc(-n3ccnc3)s2)cn1,5
Cc1nccn1CCCn1ccnc1C,5
Cc1nnc(-c2cccnc2)n1-c1ccc(C(=O)[O-])cc1,5
O=C([O-])c1cc(Cn2ccnc2)cc(C(=O)[O-])c1,5
CCc1cnc(C(=O)[O-])c(C(=O)[O-])c1,5
[O]P(=O)(O)Cc1cc(CP([O])(=O)O)cc(CP([O])(=O)O)c1,5
C1=N[N]C(c2ccccn2)=C1,5
[CH]1C=NN=C1c1ccccn1,5
N#C[O],5
Nc1cc(C(=O)[O-])ccn1,5
c1cn(-c2ccc(C3=NN=N[N]3)cc2)cn1,5
CN(C)C=O,5
O=C([O-])c1cc(C(=O)c2ccccc2)c(C(=O)[O-])cc1C(=O)c1ccccc1,5
S=C1N=CC=NC1=S,5
O=C([O-])c1c(F)c(F)c(F)c(C(=O)[O-])c1F,5
C(CC1=NN=N[N]1)C1=NN=N[N]1,5
c1cc2cncc3ccc4cncc1c4c23,5
CC(C)(CCC(=O)[O-])C(=O)[O-],5
O=C([O-])c1cc(OCCOc2cc(C(=O)[O-])cc(C(=O)[O-])c2)cc(C(=O)[O-])c1,5
Nc1nccnc1C(=O)[O-],5
O=C(Nc1ccncc1)c1cccc(C(=O)Nc2ccncc2)c1,5
O=C(Nc1cccnc1)Nc1cccnc1,5
O=C([O-])CO,5
O=C(NCCNC(=O)Nc1cccnc1)Nc1cccnc1,5
O=C([O-])c1ccc(N(c2ccc(C(=O)[O-])cc2)n2cnnc2)cc1,5
CC(C)(CC(=O)[O-])C(=O)[O-],5
O=C(O)c1cccc(Oc2cccc(C(=O)[O-])c2C(=O)[O-])c1,5
Nc1nnc(-c2nnc(N)n2[N][N+](=O)[O-])n1[N][N+](=O)[O-],5
O=C([O-])c1cc(Oc2cccc(C(=O)[O-])c2C(=O)[O-])cc(C(=O)O)c1,5
O=C([O-])c1ccc(C(=O)[O-])c(-c2cccnc2)c1,5
CC(C(=O)[O-])C(=O)[O-],5
O=C([O-])c1ccc(-c2cccc(-c3ccc(C(=O)[O-])cc3)c2)cc1,5
O=C([O-])c1ccc(-n2cnc3ccccc32)cc1,5
O=C([O-])c1ccc(Oc2cc(C(=O)[O-])cc(C(=O)[O-])c2)cc1,5
[C]#[C],5
O=C(O)c1ccc(Oc2ccccc2C(=O)[O-])cc1,5
CC1(C)c2cc(C(=O)[O-])ccc2-c2ccc(C(=O)[O-])cc21,5
[O]P([O])(=O)Cc1cccc[n+]1[O-],5
O=C1NC(=O)C(=NNc2cc(C(=O)[O-])cc(C(=O)[O-])c2)C(=O)N1,5
[O-][n+]1ccc([N][N]c2cc[n+]([O-])cc2)cc1,5
c1ccc(-c2nnc(-c3cccnc3)n2-c2ccncc2)nc1,5
O=C([O-])c1cc(Cn2nnc3ccccc32)cc(C(=O)[O-])c1,5
COc1ccc(-c2ccc(OC)c(C(=O)[O-])c2)cc1C(=O)[O-],5
O=C([O-])c1ccc(-c2c3nc(c(-c4ccc(C(=O)[O-])cc4)c4ccc([nH]4)c(-c4ccc(C(=O)[O-])cc4)c4nc(c(-c5ccc(C(=O)[O-])cc5)c5ccc2[nH]5)C=C4)C=C3)cc1,5
O=C([O-])C=CC=C(F)C(=O)[O-],5
COC(C=CC(=O)[O-])=CC(=O)[O-],5
O=C([O-])C(Br)=C(Br)C(Br)=C(Br)C(=O)[O-],5
O=C([O-])c1ccc(C(=O)[O-])c2c1CC2Br,5
O=C([O-])C#CC12CCC(C#CC(=O)[O-])(CC1)C([N+](=O)[O-])C2,5
O=C([O-])c1ccc(N2C(=O)c3ccc4c5ccc6c7c(ccc(c8ccc(c3c48)C2=O)c75)C(=O)N(c2ccc(C(=O)[O-])cc2)C6=O)cc1,5
O=C([O-])c1cc2cc(O)c3cc(C(=O)[O-])cc4cc(O)c(c1)c2c43,5
N#CC=CC#N,5
C12C3C4C5C(C1N35)N24,5
Fc1cc(-c2ccnc(F)c2)ccn1,5
O=C([O-])c1ccc(C=Cc2ccc(C(=O)[O-])c(Cl)c2)cc1Cl,5
O=C([O-])c1ccc([N][N]c2ccc(C(=O)[O-])c([N+](=O)[O-])c2)cc1[N+](=O)[O-],5
Nc1cc(C(=O)[O-])cc(N)c1C#Cc1c(N)cc(C(=O)[O-])cc1N,5
COC1CC2(C#CC(=O)[O-])CCC1(C#CC(=O)[O-])CC2,5
Cc1cc2cc(C(=O)[O-])cc3c(C)cc4cc(C(=O)[O-])cc1c4c23,5
C1=N[N]C=C1C12C3C4C1C1C2C3C41[C]1C=NN=C1,5
C(C=CC1=C[N]N=C1)=C[C]1C=NN=C1,5
C1=N[N]C=C1c1ccc2cc([C]3C=NN=C3)ccc2c1,5
O=C([O-])c1ccc(C(F)=C(F)c2ccc(C(=O)[O-])cc2)cc1,5
Nc1cc([N][N]c2ccc(C(=O)[O-])c(N)c2N)cc(N)c1C(=O)[O-],5
O=C([O-])c1c(Cl)cc(C#Cc2cc(Cl)c(C(=O)[O-])c(Cl)c2)cc1Cl,5
[O]S([O])(O)c1cc(C#Cc2ccc(C(=O)[O-])c(S([O])([O])O)c2)ccc1C(=O)[O-],5
[O]S([O])(O)c1cc(-c2ccc(C(=O)[O-])c(S([O])([O])O)c2)ccc1C(=O)[O-],5
Cc1cc(C(=O)[O-])c2c(c1C(=O)[O-])CC2,5
O=C([O-])c1c2c(c(C(=O)[O-])c(C(=O)O)c1C(=O)O)CC2,5
ClC(=C(Cl)c1ccncc1)c1ccncc1,5
FC(=C(F)c1ccncc1)c1ccncc1,5
Cc1c(C)c2cc(C(=O)[O-])cc3c(C)c(C)c4cc(C(=O)[O-])cc1c4c23,5
[O]S([O])(O)c1cc2cc(C(=O)[O-])cc3c(S([O])([O])O)cc4cc(C(=O)[O-])cc1c4c23,5
O=C([O-])c1cc2cc(C(=O)O)c3cc(C(=O)[O-])cc4cc(C(=O)O)c(c1)c2c43,5
O=C([O-])c1cc2c([N+](=O)[O-])c([N+](=O)[O-])c3cc(C(=O)[O-])cc4c([N+](=O)[O-])c([N+](=O)[O-])c(c1)c2c34,5
Cc1cc(C(=O)[O-])cc2c(C)cc(C(=O)[O-])cc12,5
